case,abc,ric3_baseline,ric3_dynamic,ric3_adaptive,ric3_reverse_topo,ric3_reverse_topo_inn,ric3_flip_high,ric3_dynamic_reverse_topo,ric3_multi_mic,ric3_mab,baseline_speedup,dynamic_speedup,dynamic_vs_baseline_ratio,adaptive_vs_baseline_ratio,adaptive_vs_dynamic_ratio,reverse_vs_baseline_ratio,reverse_topo_inn_vs_baseline_ratio,reverse_vs_dynamic_ratio,reverse_topo_inn_vs_dynamic_ratio,flip_vs_baseline_ratio,dynamic_reverse_topo_vs_baseline_ratio,dynamic_reverse_topo_vs_dynamic_ratio,mab_vs_dynamic_ratio
oski15a10b15s,0.06,2.08,2.16,2.67,2.15,1.11,2.16,2.22,2.13,1.98,34.66666666666667,36.00000000000001,0.9629629629629629,0.7790262172284644,0.8089887640449439,0.9674418604651164,1.8738738738738738,1.0046511627906978,1.9459459459459458,0.9629629629629629,0.9369369369369369,0.9729729729729729,1.090909090909091
6s344rb150,0.06,4.18,3.68,3.64,4.27,3600.0,18.06,7.78,3600.0,93.3,69.66666666666667,61.333333333333336,1.1358695652173911,1.1483516483516483,1.010989010989011,0.9789227166276346,0.001161111111111111,0.8618266978922717,0.0010222222222222223,0.23145071982281284,0.5372750642673522,0.4730077120822622,0.03944265809217578
atxfifo-p34,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,,,,0.0,0.0,,,,,,,,0.0
bjrb07amba10andenv,0.1,15.86,16.92,24.95,28.31,102.0,26.38,26.7,27.41,56.86,158.6,169.20000000000002,0.937352245862884,0.6356713426853707,0.6781563126252506,0.5602260685270223,0.15549019607843137,0.5976686683150831,0.16588235294117648,0.601213040181956,0.5940074906367041,0.6337078651685394,0.2975729862820964
pdtvisvsar09,0.0,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0.02,0.01,inf,inf,1.0,0.5,0.5,1.0,0.33333333333333337,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
circular_pointer_top_w64_d8_e0,0.01,25.59,25.25,28.17,31.72,11.16,36.11,31.26,110.51,48.63,2559.0,2525.0,1.0134653465346535,0.9084132055378061,0.8963436279730209,0.8067465321563683,2.293010752688172,0.7960277427490543,2.2625448028673834,0.7086679590141235,0.8186180422264875,0.8077415227127319,0.5192268147234217
vis_QF_BV_vlunc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
pdtswvtma6x4p1,0.0,0.76,0.77,0.85,0.66,0.25,0.84,0.66,0.03,0.9,inf,inf,0.987012987012987,0.8941176470588236,0.9058823529411765,1.1515151515151514,3.04,1.1666666666666667,3.08,0.9047619047619048,1.1515151515151514,1.1666666666666667,0.8555555555555555
zipcpu-busdelay-p45,0.0,0.12,0.15,0.44,0.17,3.31,0.12,0.18,0.01,0.17,inf,inf,0.8,0.2727272727272727,0.3409090909090909,0.7058823529411764,0.036253776435045314,0.8823529411764705,0.045317220543806644,1.0,0.6666666666666666,0.8333333333333334,0.8823529411764705
minepump_spec2_product07.cil,0.01,0.12,0.14,0.25,0.13,0.37,0.14,0.12,0.18,0.15,12.0,14.000000000000002,0.857142857142857,0.48,0.56,0.923076923076923,0.32432432432432434,1.076923076923077,0.3783783783783784,0.857142857142857,1.0,1.1666666666666667,0.9333333333333335
139463p1,0.25,0.97,1.01,1.49,0.98,8.58,0.99,1.07,1.64,0.79,3.88,4.04,0.9603960396039604,0.6510067114093959,0.6778523489932886,0.9897959183673469,0.11305361305361306,1.030612244897959,0.11771561771561771,0.9797979797979798,0.9065420560747662,0.9439252336448598,1.2784810126582278
fastfir-p070,0.07,0.34,0.33,0.56,0.34,0.07,0.34,0.36,0.34,0.19,4.857142857142857,4.714285714285714,1.0303030303030303,0.6071428571428571,0.5892857142857143,1.0,4.857142857142857,0.9705882352941176,4.714285714285714,1.0,0.9444444444444445,0.9166666666666667,1.736842105263158
vgasim_imgfifo-p039,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.17,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qspiflash_dualflexpress_divfive-p097,0.01,0.1,0.09,0.12,0.1,0.11,0.12,0.1,0.1,0.14,10.0,9.0,1.1111111111111112,0.8333333333333334,0.75,1.0,0.9090909090909092,0.8999999999999999,0.8181818181818181,0.8333333333333334,1.0,0.8999999999999999,0.6428571428571428
139453p23,0.14,0.56,0.54,0.78,0.56,6.91,0.58,0.84,1.07,0.44,4.0,3.857142857142857,1.037037037037037,0.717948717948718,0.6923076923076923,1.0,0.08104196816208394,0.9642857142857143,0.07814761215629523,0.9655172413793105,0.6666666666666667,0.6428571428571429,1.2272727272727273
cal60,0.05,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,0.0,0.0,,,,,,,,0.0
139452p0,0.06,0.07,0.08,0.13,0.08,0.02,0.08,0.08,0.08,0.12,1.1666666666666667,1.3333333333333335,0.8750000000000001,0.5384615384615385,0.6153846153846154,0.8750000000000001,3.5000000000000004,1.0,4.0,0.8750000000000001,0.8750000000000001,1.0,0.6666666666666667
cal193,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gen121,3.95,4.82,5.06,5.12,5.06,0.11,5.04,4.81,9.83,2.59,1.220253164556962,1.281012658227848,0.9525691699604745,0.94140625,0.9882812499999999,0.9525691699604745,43.81818181818182,1.0,45.99999999999999,0.9563492063492064,1.0020790020790022,1.051975051975052,1.9536679536679535
picorv32_mutCY_nomem-p8,3600.0,1288.66,763.2,3600.0,2107.56,3600.0,1639.35,825.63,3600.0,581.8,0.3579611111111111,0.21200000000000002,1.6884958071278826,0.3579611111111111,0.21200000000000002,0.6114464119645467,0.3579611111111111,0.362124921710414,0.21200000000000002,0.7860798487205296,1.5608202221334013,0.924385015079394,1.311790993468546
gen92,5.58,5.23,5.02,5.15,4.52,0.28,3.97,4.75,10.58,2.84,0.9372759856630825,0.8996415770609318,1.0418326693227093,1.0155339805825243,0.9747572815533979,1.1570796460176993,18.678571428571427,1.1106194690265487,17.928571428571427,1.3173803526448362,1.1010526315789475,1.0568421052631578,1.7676056338028168
imgfifo-p045,0.01,0.02,0.02,0.06,0.02,0.06,0.02,0.02,0.02,0.02,2.0,2.0,1.0,0.33333333333333337,0.33333333333333337,1.0,0.33333333333333337,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
cal231,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
oski15a01b42s,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bj08goodbakerycyclef7,0.03,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,
qspiflash_dualflexpress_divfive-p036,0.0,0.06,0.07,0.08,0.05,0.04,0.06,0.06,0.09,0.28,inf,inf,0.857142857142857,0.75,0.8750000000000001,1.2,1.5,1.4000000000000001,1.7500000000000002,1.0,1.0,1.1666666666666667,0.25
shift_register_top_w128_d64_e0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3217.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1190341491921196
bj08amba2g5,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
oc8051gm3bacc,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6s0,3600.0,364.87,374.64,413.48,341.71,3600.0,459.78,135.55,1246.31,48.86,0.10135277777777778,0.10406666666666667,0.9739216314328423,0.8824368772371094,0.9060655896294862,1.0677767697755407,0.10135277777777778,1.0963682654882796,0.10406666666666667,0.7935751881334552,2.691774253043157,2.7638509774990774,7.667621776504298
vis_arrays_vsaR_p15,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,inf,inf,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cmugigamax,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,inf,inf,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf,1.0,1.0,1.0
a08-p3,3600.0,3600.0,3600.0,3600.0,3600.0,698.29,3600.0,3600.0,0.01,65.46,1.0,1.0,1.0,1.0,1.0,1.0,5.155451173581177,1.0,5.155451173581177,1.0,1.0,1.0,54.99541704857929
oski15a14b28s,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yosyshq_appnote_123_cv32e40x-p378,0.1,1.27,1.25,15.83,1.36,0.43,1.17,1.37,1.28,2.16,12.7,12.5,1.016,0.08022741629816804,0.07896399241945673,0.9338235294117646,2.953488372093023,0.9191176470588235,2.9069767441860463,1.0854700854700856,0.927007299270073,0.9124087591240875,0.5787037037037037
dspfilters_fastfir_second-p21,0.13,2.74,2.52,3.08,3.02,4.09,2.78,2.93,4.81,21.7,21.076923076923077,19.384615384615383,1.0873015873015874,0.8896103896103896,0.8181818181818181,0.9072847682119206,0.6699266503667483,0.8344370860927153,0.6161369193154035,0.9856115107913671,0.9351535836177475,0.8600682593856654,0.11612903225806452
zipversa_composecrc_prf-p17,0.01,0.01,0.01,0.04,0.02,0.01,0.02,0.01,0.04,0.01,1.0,1.0,1.0,0.25,0.25,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0
a16-p139,0.01,0.19,0.07,11.47,0.07,0.02,0.07,0.07,0.09,0.08,19.0,7.000000000000001,2.714285714285714,0.016564952048823016,0.006102877070619006,2.714285714285714,9.5,1.0,3.5000000000000004,2.714285714285714,2.714285714285714,1.0,0.8750000000000001
139454p5,0.25,0.86,1.06,0.86,1.05,2.79,1.05,1.2,1.24,0.95,3.44,4.24,0.8113207547169811,1.0,1.232558139534884,0.819047619047619,0.3082437275985663,1.0095238095238095,0.3799283154121864,0.819047619047619,0.7166666666666667,0.8833333333333334,1.1157894736842107
fastfir-p093,0.22,0.14,0.13,0.36,0.14,0.18,0.14,0.15,0.15,0.2,0.6363636363636365,0.5909090909090909,1.076923076923077,0.38888888888888895,0.36111111111111116,1.0,0.7777777777777779,0.9285714285714285,0.7222222222222223,1.0,0.9333333333333335,0.8666666666666667,0.65
pdtvisns3p07,0.01,0.24,0.28,0.25,0.26,0.37,0.32,0.26,0.36,2.77,24.0,28.000000000000004,0.857142857142857,0.96,1.12,0.923076923076923,0.6486486486486487,1.076923076923077,0.7567567567567568,0.75,0.923076923076923,1.076923076923077,0.10108303249097474
cal55,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
gen32,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,
6s355rb08740,0.06,0.0,0.0,1.17,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,
cal112,15.72,177.22,160.51,144.89,233.18,144.97,222.05,170.18,195.59,319.02,11.2735368956743,10.210559796437659,1.1041056631985546,1.223134791911105,1.107805921733729,0.7600137233038854,1.222459819272953,0.6883523458272579,1.1071945919845485,0.7981085341139382,1.0413679633329416,0.9431778117287577,0.5031345997116168
qspiflash_dualflexpress_divfive-p018,0.0,0.02,0.02,0.05,0.02,0.0,0.02,0.02,0.02,0.01,inf,inf,1.0,0.39999999999999997,0.39999999999999997,1.0,inf,1.0,inf,1.0,1.0,1.0,2.0
imgfifo-p077,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vgasim_imgfifo-p051,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vcegar_arrays_itc99_b12_p1,0.01,0.05,0.05,0.09,0.05,0.14,0.04,0.05,0.05,0.05,5.0,5.0,1.0,0.5555555555555556,0.5555555555555556,1.0,0.35714285714285715,1.0,0.35714285714285715,1.25,1.0,1.0,1.0
freire1_valuebound1,0.13,8.35,8.86,8.92,8.7,448.16,8.14,9.09,14.09,6.94,64.23076923076923,68.15384615384615,0.9424379232505643,0.9360986547085202,0.9932735426008968,0.9597701149425287,0.018631738664762584,1.0183908045977013,0.01976972509817922,1.0257985257985256,0.9185918591859186,0.9746974697469747,1.2766570605187317
pdtswvrod6x8p2,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.02,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pdtpmssfeistel,0.01,9.86,10.18,10.69,10.09,3600.0,11.15,11.72,12.65,10.55,985.9999999999999,1018.0,0.968565815324165,0.9223573433115061,0.9522918615528532,0.977205153617443,0.002738888888888889,1.0089197224975224,0.0028277777777777776,0.8843049327354259,0.8412969283276449,0.8686006825938566,0.9649289099526065
beemcmbrdg1f1,3600.0,1683.02,225.77,2953.04,348.74,3600.0,1012.28,1835.27,1769.71,7.41,0.46750555555555556,0.06271388888888889,7.454577667537759,0.5699279386665944,0.0764534174951914,4.826002179273957,0.46750555555555556,0.6473877387165223,0.06271388888888889,1.6626032323072668,0.9170421790799174,0.12301732170198391,30.468286099865047
pdtvisgigamax1,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01,,,,0.0,0.0,,0.0,,0.0,,,,0.0
139442p0,0.02,0.03,0.03,0.07,0.03,0.01,0.03,0.04,0.03,0.05,1.5,1.5,1.0,0.4285714285714285,0.4285714285714285,1.0,3.0,1.0,3.0,1.0,0.75,0.75,0.6
6s282b15,0.01,1.04,0.79,0.92,1.17,2.25,1.11,0.95,1.21,0.75,104.0,79.0,1.3164556962025316,1.1304347826086956,0.8586956521739131,0.888888888888889,0.46222222222222226,0.6752136752136753,0.35111111111111115,0.9369369369369369,1.0947368421052632,0.8315789473684211,1.0533333333333335
imgfifo-p037,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vis_arrays_vsa16a_p4,0.01,0.01,0.01,0.04,0.01,0.0,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.25,0.25,1.0,inf,1.0,inf,1.0,1.0,1.0,1.0
cal138,0.08,7.5,8.35,9.66,10.62,5.18,9.79,9.43,12.85,6.53,93.75,104.375,0.8982035928143713,0.7763975155279503,0.8643892339544513,0.7062146892655368,1.4478764478764479,0.7862523540489642,1.611969111969112,0.7660878447395302,0.7953340402969248,0.8854718981972428,1.2787136294027563
139454p5neg,0.25,0.98,1.01,1.17,0.75,8.31,0.84,0.8,1.79,0.66,3.92,4.04,0.9702970297029703,0.8376068376068376,0.8632478632478633,1.3066666666666666,0.11793020457280384,1.3466666666666667,0.12154031287605294,1.1666666666666667,1.2249999999999999,1.2625,1.5303030303030303
zipversa_composecrc_prf-p10,3600.0,2093.85,2076.68,2364.62,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.581625,0.5768555555555555,1.0082680046998094,0.885491114851435,0.8782299058622527,0.581625,0.581625,0.5768555555555555,0.5768555555555555,0.581625,0.581625,0.5768555555555555,0.5768555555555555
qspiflash_dualflexpress_divfive-p143,0.01,0.0,0.0,0.03,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,
pdtvisheap12,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
6s408rb223,0.12,12.75,11.3,15.03,13.13,0.66,10.39,12.51,11.54,19.12,106.25,94.16666666666667,1.1283185840707963,0.8483033932135728,0.7518296739853627,0.971058644325971,19.318181818181817,0.8606245239908606,17.12121212121212,1.2271414821944175,1.0191846522781776,0.9032773780975221,0.5910041841004184
6s404rb1,0.18,3.63,6.99,6.45,5.52,12.31,5.94,6.03,5.78,7.11,20.166666666666668,38.833333333333336,0.51931330472103,0.5627906976744186,1.083720930232558,0.657608695652174,0.29488220958570266,1.2663043478260871,0.5678310316815597,0.611111111111111,0.6019900497512437,1.1592039800995024,0.9831223628691983
eq_sdp_v1,3600.0,3600.0,2048.52,3600.0,3600.0,296.14,3600.0,3600.0,3600.0,3034.75,1.0,0.5690333333333333,1.7573662937144865,1.0,0.5690333333333333,1.0,12.156412507597759,0.5690333333333333,6.917403930573378,1.0,1.0,0.5690333333333333,0.6750210066727078
beemtlphn4f1,0.01,2.16,1.2,0.65,2.22,913.12,1.25,2.28,7.1,2.49,216.0,120.0,1.8000000000000003,3.3230769230769233,1.846153846153846,0.9729729729729729,0.0023655160329420014,0.5405405405405405,0.0013141755738566672,1.7280000000000002,0.9473684210526317,0.5263157894736842,0.48192771084337344
bobtuint07neg,0.0,0.05,0.05,0.08,0.06,0.04,0.06,0.06,0.06,0.06,inf,inf,1.0,0.625,0.625,0.8333333333333334,1.25,0.8333333333333334,1.25,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
oski15a14b18s,0.05,0.19,0.19,0.58,0.2,0.07,0.19,0.2,0.19,0.18,3.8,3.8,1.0,0.32758620689655177,0.32758620689655177,0.95,2.714285714285714,0.95,2.714285714285714,1.0,0.95,0.95,1.0555555555555556
bobtuint17neg,0.0,0.02,0.02,0.04,0.02,0.01,0.02,0.02,0.02,0.02,inf,inf,1.0,0.5,0.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
atxfifo-p12,3600.0,230.04,807.82,3600.0,3365.59,3600.0,767.05,3600.0,3600.0,3600.0,0.0639,0.22439444444444445,0.28476640835829764,0.0639,0.22439444444444445,0.0683505715194067,0.0639,0.24002329457836516,0.22439444444444445,0.29990222280164264,0.0639,0.22439444444444445,0.22439444444444445
pdtvistimeout3,0.0,0.02,0.03,0.02,0.02,0.03,0.01,0.03,0.01,0.05,inf,inf,0.6666666666666667,1.0,1.5,1.0,0.6666666666666667,1.5,1.0,2.0,0.6666666666666667,1.0,0.6
beemptrsn7f1,3600.0,568.59,182.32,791.7,186.63,3600.0,1302.3,182.67,2668.89,2684.04,0.15794166666666667,0.05064444444444444,3.1186375603334797,0.7181887078438802,0.23028925097890612,3.046616299630285,0.15794166666666667,0.9769061779992498,0.05064444444444444,0.43660446901635575,3.1126621776974877,0.9980839765697707,0.06792745264601123
6s517rb0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
imgfifo-p056,0.01,0.15,0.15,0.2,0.15,0.02,0.15,0.16,0.17,0.41,15.0,15.0,1.0,0.7499999999999999,0.7499999999999999,1.0,7.5,1.0,7.5,1.0,0.9375,0.9375,0.36585365853658536
beemtrngt4b1,0.01,0.22,0.22,0.33,0.23,0.91,0.49,0.23,0.07,72.33,22.0,22.0,1.0,0.6666666666666666,0.6666666666666666,0.9565217391304347,0.24175824175824176,0.9565217391304347,0.24175824175824176,0.4489795918367347,0.9565217391304347,0.9565217391304347,0.003041614820959491
a04,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
circular_pointer_top_w16_d32_e0,3600.0,3024.54,2868.2,3600.0,3600.0,636.15,3600.0,3600.0,3600.0,1481.23,0.84015,0.7967222222222222,1.0545080538316716,0.84015,0.7967222222222222,0.84015,4.7544447064371615,0.7967222222222222,4.508685058555372,0.84015,0.84015,0.7967222222222222,1.9363636977376908
pj2019,0.03,2.66,2.68,3.01,2.95,2.84,3.0,2.86,4.19,1.43,88.66666666666667,89.33333333333334,0.9925373134328358,0.8837209302325583,0.8903654485049836,0.9016949152542373,0.9366197183098592,0.9084745762711864,0.943661971830986,0.8866666666666667,0.9300699300699301,0.9370629370629372,1.8741258741258744
6s388b07,0.0,0.06,0.05,0.29,0.05,0.05,0.05,0.05,0.05,0.08,inf,inf,1.2,0.20689655172413793,0.1724137931034483,1.2,1.2,1.0,1.0,1.2,1.2,1.0,0.625
6s31,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.02,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
imgfifo-p090,0.01,0.13,0.13,0.18,0.13,0.07,0.14,0.14,0.19,0.4,13.0,13.0,1.0,0.7222222222222223,0.7222222222222223,1.0,1.857142857142857,1.0,1.857142857142857,0.9285714285714285,0.9285714285714285,0.9285714285714285,0.325
srg5ptimoneg,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,,,,0.0,0.0,,,,,,,,0.0
yosyshq_appnote_123_cv32e40x-p665,0.1,0.95,0.96,15.31,0.99,0.16,1.04,0.98,0.93,1.12,9.499999999999998,9.6,0.9895833333333334,0.062050947093403,0.06270411495754409,0.9595959595959596,5.9375,0.9696969696969697,6.0,0.9134615384615384,0.9693877551020408,0.9795918367346939,0.857142857142857
prodcellp1,0.02,8.98,8.9,8.52,10.72,68.14,47.85,10.82,16.8,7.26,449.0,445.0,1.0089887640449438,1.0539906103286385,1.0446009389671362,0.8376865671641791,0.13178749633108308,0.8302238805970149,0.13061344291165247,0.1876698014629049,0.8299445471349354,0.822550831792976,1.2258953168044078
arbitrated_top_n3_w16_d64_e0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fastfir-p054,0.04,16.15,12.13,8.01,13.0,292.83,18.61,16.19,31.43,18.78,403.74999999999994,303.25,1.331409727947238,2.016229712858926,1.5143570536828965,1.2423076923076921,0.05515145306150326,0.9330769230769231,0.0414233514325718,0.8678130037614186,0.9975293390982086,0.7492279184681903,0.6458998935037273
cal107,3.81,80.83,85.25,111.86,94.66,53.85,99.27,102.36,129.74,66.98,21.21522309711286,22.3753280839895,0.9481524926686217,0.72259967816914,0.7621133559806902,0.8538981618423833,1.5010213556174559,0.9005915909571097,1.5831012070566388,0.8142439810617508,0.789663931223134,0.8328448612739351,1.272767990444909
pdtvsar8multip06,0.01,0.02,0.02,0.07,0.02,0.21,0.02,0.02,0.04,0.02,2.0,2.0,1.0,0.2857142857142857,0.2857142857142857,1.0,0.09523809523809525,1.0,0.09523809523809525,1.0,1.0,1.0,1.0
cal219,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cal92,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,0.0,0.0,,,,,,,,0.0
ponylink-slaveTXlen-sat,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6s316b421,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
oski15a01b19s,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
oski15a01b79s,3600.0,1200.75,1355.09,1046.33,1071.13,3600.0,1418.77,1400.04,1468.32,582.32,0.3335416666666667,0.3764138888888889,0.8861035060401893,1.1475825026521271,1.2950885475901484,1.1210123887856749,0.3335416666666667,1.2651032087608411,0.3764138888888889,0.8463316816679236,0.8576540670266564,0.9678937744635867,2.3270538535513117
Heap,0.0,0.22,0.22,0.22,0.17,0.62,0.26,0.17,0.59,0.19,inf,inf,1.0,1.0,1.0,1.2941176470588234,0.3548387096774194,1.2941176470588234,0.3548387096774194,0.8461538461538461,1.2941176470588234,1.2941176470588234,1.1578947368421053
pdtvisheap03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,,,,0.0,0.0,,,,,,,,0.0
beempgmprot1f2,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,10.64,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139462p0,0.11,0.14,0.14,0.22,0.14,0.03,0.14,0.16,0.14,0.21,1.272727272727273,1.272727272727273,1.0,0.6363636363636365,0.6363636363636365,1.0,4.666666666666667,1.0,4.666666666666667,1.0,0.8750000000000001,0.8750000000000001,0.6666666666666667
atxfifo-p53,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
dme3p1neg,0.0,0.01,0.02,0.03,0.01,0.02,0.01,0.01,0.01,0.01,inf,inf,0.5,0.33333333333333337,0.6666666666666667,1.0,0.5,2.0,1.0,1.0,1.0,2.0,2.0
yosyshq_appnote_123_cv32e40x-p607,3600.0,3600.0,3600.0,3600.0,12.66,76.96,3600.0,532.52,3600.0,73.31,1.0,1.0,1.0,1.0,1.0,284.3601895734597,46.77754677754678,284.3601895734597,46.77754677754678,1.0,6.760309471944716,6.760309471944716,49.10653389714909
pdtpmsgoodbakery,3600.0,410.95,409.6,826.61,3600.0,17.57,826.64,3600.0,3600.0,214.64,0.11415277777777777,0.11377777777777778,1.0032958984375,0.4971510143840505,0.4955178379163088,0.11415277777777777,23.389299943084804,0.11377777777777778,23.31246442800228,0.49713297203135587,0.11415277777777777,0.11377777777777778,1.90831159150205
gen111,4.26,5.05,4.48,5.07,5.23,0.09,4.48,4.6,10.31,3.05,1.1854460093896715,1.051643192488263,1.1272321428571428,0.9960552268244575,0.8836291913214991,0.9655831739961758,56.111111111111114,0.8565965583173997,49.777777777777786,1.1272321428571428,1.0978260869565217,0.973913043478261,1.4688524590163936
yosyshq_appnote_123_veer_axi-p23,0.43,75.28,264.52,9.37,7.16,0.66,8.17,8.33,7.37,8.59,175.06976744186048,615.1627906976744,0.2845909572055043,8.034151547491996,28.23052294557097,10.513966480446927,114.06060606060606,36.94413407821229,400.78787878787875,9.214198286413708,9.037214885954382,31.755102040816325,30.79394644935972
oski2ub4i,3600.0,372.58,382.25,526.41,389.45,3600.0,321.37,369.93,930.53,723.06,0.10349444444444444,0.10618055555555556,0.9747024198822759,0.7077753082198287,0.7261450200414127,0.9566825009628964,0.10349444444444444,0.9815123892669149,0.10618055555555556,1.1593490369356194,1.0071635174222149,1.0333035979779959,0.5286559898210385
pdtvsarmultip22,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,
